uuid,pedestrian_entrance_uuid,geometry
walkway_427,pedestrian_436882871,Point (126.99437 37.48042)
walkway_428,pedestrian_11738027546,Point (127.0094829 37.5074792)
walkway_429,pedestrian_4101372794,Point (126.9844478 37.4787688)
walkway_430,pedestrian_3112174491,Point (127.014187 37.494527)
walkway_431,pedestrian_1965713733,Point (127.012958 37.4857479)
walkway_432,pedestrian_3804191172,Point (126.988806 37.48687)
walkway_433,pedestrian_11428504914,Point (127.0069391 37.507027)
walkway_434,pedestrian_9711448794,Point (127.0259874 37.4921147)
walkway_435,pedestrian_9711448794,Point (127.0259874 37.4921147)
walkway_436,pedestrian_1925498417,Point (127.0397491 37.4719704)
walkway_437,pedestrian_3719486100,Point (126.9963022 37.4845936)
walkway_438,pedestrian_4185715633,Point (127.005926 37.482552)
walkway_439,pedestrian_3827258466,Point (127.0190295 37.4864223)
walkway_440,pedestrian_3827258466,Point (127.0190295 37.4864223)
walkway_441,pedestrian_3827548474,Point (127.0130606 37.494181)
walkway_442,pedestrian_11641428828,Point (127.0035678 37.5056944)
walkway_443,pedestrian_2368063904,Point (127.0143059 37.4901645)
walkway_444,pedestrian_4185626654,Point (127.0106412 37.5008873)
walkway_445,pedestrian_1685716286,Point (126.9839594 37.4793348)
walkway_446,pedestrian_3030832643,Point (127.008707 37.4914723)
walkway_447,pedestrian_11641428828,Point (127.0035678 37.5056944)
walkway_448,pedestrian_3401867792,Point (127.0175844 37.4997824)
walkway_449,pedestrian_10313078477,Point (127.0025698 37.5053512)
walkway_450,pedestrian_2477340257,Point (127.0220042 37.5044111)
walkway_451,pedestrian_5092061478,Point (127.0595492 37.4571518)
walkway_452,pedestrian_4181527974,Point (127.0190101 37.5146394)
walkway_453,pedestrian_2533109230,Point (126.9859052 37.4976314)
walkway_454,pedestrian_3827338064,Point (127.007811 37.4865628)
walkway_455,pedestrian_2655442270,Point (127.0286401 37.4839443)
walkway_456,pedestrian_2509978199,Point (126.9921346 37.4900382)
walkway_457,pedestrian_8526765366,Point (127.0195128 37.4962452)
walkway_458,pedestrian_3827257106,Point (127.0221613 37.4836263)
walkway_459,pedestrian_3744265302,Point (127.0245751 37.4640353)
walkway_460,pedestrian_6584407315,Point (127.0234639 37.4618312)
walkway_461,pedestrian_4185879872,Point (126.9926751 37.4816991)
walkway_462,pedestrian_1965713702,Point (127.0151649 37.48682)
walkway_463,pedestrian_3089780842,Point (127.0257067 37.4991293)
walkway_464,pedestrian_6588041171,Point (127.0055094 37.4794496)
walkway_465,pedestrian_4146924168,Point (127.001532 37.5095641)
walkway_466,pedestrian_4195788589,Point (126.9828701 37.4937761)
walkway_467,pedestrian_12147442531,Point (126.9864003 37.5021971)
walkway_468,pedestrian_1962358640,Point (127.0100363 37.5008999)
walkway_469,pedestrian_4147017218,Point (127.0078686 37.5076354)
walkway_470,pedestrian_2624211606,Point (126.9883316 37.4933273)
walkway_471,pedestrian_3087637714,Point (127.0366348 37.4822024)
walkway_472,pedestrian_9711448794,Point (127.0259874 37.4921147)
walkway_473,pedestrian_6584407684,Point (127.0259938 37.4639757)
walkway_474,pedestrian_11428504893,Point (126.9954898 37.5031365)
walkway_475,pedestrian_2244637675,Point (127.0032639 37.5083279)
walkway_476,pedestrian_3744265307,Point (127.0259381 37.4646358)
walkway_477,pedestrian_3804191181,Point (126.9831418 37.4874249)
walkway_478,pedestrian_3827257115,Point (127.0208993 37.4840421)
walkway_479,pedestrian_9909895715,Point (127.0214821 37.4660254)
walkway_480,pedestrian_2624211522,Point (126.9879224 37.4967668)
walkway_481,pedestrian_4107783311,Point (126.9970643 37.4863033)
walkway_482,pedestrian_11431820835,Point (127.0060389 37.4798139)
walkway_483,pedestrian_6584407684,Point (127.0259938 37.4639757)
walkway_484,pedestrian_2622874564,Point (126.9949083 37.497884)
walkway_485,pedestrian_3827671844,Point (127.013954 37.5069239)
walkway_486,pedestrian_1430655014,Point (127.0245268 37.5016611)
walkway_487,pedestrian_2623456112,Point (126.9922055 37.4913182)
walkway_488,pedestrian_436844216,Point (126.9980012 37.4808984)
walkway_489,pedestrian_11428504869,Point (127.0009963 37.5046263)
walkway_490,pedestrian_3825549669,Point (127.0280194 37.4943002)
walkway_491,pedestrian_3827548492,Point (127.0146039 37.496056)
walkway_492,pedestrian_927737700,Point (127.0460724 37.4685231)
walkway_493,pedestrian_4309768669,Point (126.9850479 37.4875528)
walkway_494,pedestrian_1962358596,Point (127.0113085 37.5012701)
walkway_495,pedestrian_2533109200,Point (126.9889672 37.4935864)
walkway_496,pedestrian_1962358596,Point (127.0113085 37.5012701)
walkway_497,pedestrian_4147017218,Point (127.0078686 37.5076354)
walkway_498,pedestrian_8489263448,Point (127.0142468 37.4964903)
walkway_499,pedestrian_2863416043,Point (127.0450871 37.4717244)
walkway_500,pedestrian_2533109227,Point (126.9838173 37.4974141)
walkway_501,pedestrian_3827169886,Point (127.0307428 37.4860766)
walkway_502,pedestrian_9602018672,Point (127.0197337 37.4898492)
walkway_503,pedestrian_1962358629,Point (127.010677 37.5019187)
walkway_504,pedestrian_8489304737,Point (127.0101337 37.5020638)
walkway_505,pedestrian_4182209835,Point (127.0181745 37.5088528)
walkway_506,pedestrian_2295372306,Point (127.0208286 37.4947835)
walkway_507,pedestrian_10313078477,Point (127.0025698 37.5053512)
walkway_508,pedestrian_1962358621,Point (127.0104414 37.5024929)
walkway_509,pedestrian_1962358642,Point (127.009962 37.4987208)
walkway_510,pedestrian_2622713706,Point (127.0000388 37.4961708)
walkway_511,pedestrian_1962358596,Point (127.0113085 37.5012701)
walkway_512,pedestrian_9711448918,Point (127.0271107 37.4950435)
walkway_513,pedestrian_9711448918,Point (127.0271107 37.4950435)
walkway_514,pedestrian_1925407817,Point (127.0042489 37.4819932)
walkway_515,pedestrian_2477364475,Point (127.0181722 37.5099336)
walkway_516,pedestrian_4185691251,Point (127.0145879 37.4846772)
walkway_517,pedestrian_4185691251,Point (127.0145879 37.4846772)
walkway_518,pedestrian_1694782561,Point (127.0392599 37.4798324)
walkway_519,pedestrian_6337148391,Point (127.0304632 37.4845759)
walkway_520,pedestrian_12061668090,Point (127.0115141 37.5024145)
walkway_521,pedestrian_3827672525,Point (127.0205327 37.5091645)
walkway_522,pedestrian_7508825240,Point (127.0384877 37.4824422)
walkway_523,pedestrian_1962358596,Point (127.0113085 37.5012701)
walkway_524,pedestrian_8270014908,Point (127.0222588 37.4582587)
walkway_525,pedestrian_8270014908,Point (127.0222588 37.4582587)
walkway_526,pedestrian_9608955329,Point (127.0291235 37.4929408)
walkway_527,pedestrian_7996340644,Point (127.0168358 37.4841266)
walkway_528,pedestrian_4185835022,Point (126.9943096 37.4828368)
walkway_529,pedestrian_4185991260,Point (126.9825704 37.4799628)
walkway_530,pedestrian_12061668136,Point (127.0118111 37.5010689)
walkway_531,pedestrian_8488872314,Point (127.0103015 37.5162968)
walkway_532,pedestrian_11428504893,Point (126.9954898 37.5031365)
walkway_533,pedestrian_12062647566,Point (127.0138909 37.4940093)
walkway_534,pedestrian_1430679233,Point (127.0130608 37.4819712)
walkway_535,pedestrian_3827548021,Point (127.0169034 37.4915946)
walkway_536,pedestrian_9608955313,Point (127.0286107 37.492527)
walkway_537,pedestrian_3092110166,Point (126.9976591 37.4826096)
walkway_538,pedestrian_4309803037,Point (127.0433889 37.4761937)
walkway_539,pedestrian_1962358595,Point (127.0106018 37.499595)
walkway_540,pedestrian_1696934741,Point (126.9950303 37.4841061)
walkway_541,pedestrian_12061673677,Point (127.0218479 37.5016474)
walkway_542,pedestrian_1925407818,Point (127.0047655 37.4821243)
walkway_543,pedestrian_11225321857,Point (127.014207 37.519852)
walkway_544,pedestrian_1685716274,Point (126.9840998 37.4826849)
walkway_545,pedestrian_1962358584,Point (127.0103622 37.5036219)
walkway_546,pedestrian_11428504893,Point (126.9954898 37.5031365)
walkway_547,pedestrian_4185626654,Point (127.0106412 37.5008873)
walkway_548,pedestrian_12061668098,Point (127.0118276 37.5024663)
walkway_549,pedestrian_11428504893,Point (126.9954898 37.5031365)
walkway_550,pedestrian_1962358636,Point (127.0099907 37.4995893)
walkway_551,pedestrian_11428505004,Point (127.001081 37.505564)
walkway_552,pedestrian_12061668136,Point (127.0118111 37.5010689)
walkway_553,pedestrian_11428504914,Point (127.0069391 37.507027)
walkway_554,pedestrian_4146924168,Point (127.001532 37.5095641)
walkway_555,pedestrian_2624211522,Point (126.9879224 37.4967668)
walkway_556,pedestrian_10313078477,Point (127.0025698 37.5053512)
walkway_557,pedestrian_3401867792,Point (127.0175844 37.4997824)
walkway_558,pedestrian_3744265307,Point (127.0259381 37.4646358)
walkway_559,pedestrian_3827338116,Point (127.0101919 37.4888822)
walkway_560,pedestrian_4184425793,Point (127.0407373 37.4786978)
walkway_561,pedestrian_436844219,Point (126.9964804 37.4832788)
walkway_562,pedestrian_4181527978,Point (127.0189489 37.5109787)
walkway_563,pedestrian_2622713689,Point (127.0000741 37.4992484)
walkway_564,pedestrian_3634017624,Point (127.0156209 37.4566268)
walkway_565,pedestrian_436844215,Point (126.998817 37.4796936)
walkway_566,pedestrian_11428504869,Point (127.0009963 37.5046263)
walkway_567,pedestrian_2622810029,Point (126.9968168 37.4948347)
walkway_568,pedestrian_1962358640,Point (127.0100363 37.5008999)
walkway_569,pedestrian_9608955311,Point (127.028643 37.4925624)
walkway_570,pedestrian_4184399715,Point (127.0388474 37.4845859)
walkway_571,pedestrian_2863416048,Point (127.0461206 37.4720774)
walkway_572,pedestrian_3030832646,Point (127.0127703 37.4927197)
walkway_573,pedestrian_3804191209,Point (126.9877375 37.488727)
walkway_574,pedestrian_3827257107,Point (127.0225625 37.4836847)
walkway_575,pedestrian_436844219,Point (126.9964804 37.4832788)
walkway_576,pedestrian_2533109231,Point (126.9862347 37.497781)
walkway_577,pedestrian_2511517630,Point (126.988456 37.492008)
walkway_578,pedestrian_3112862148,Point (127.0142525 37.4956078)
walkway_579,pedestrian_4186016192,Point (126.9832626 37.4882877)
walkway_580,pedestrian_11428504869,Point (127.0009963 37.5046263)
walkway_581,pedestrian_3827671844,Point (127.013954 37.5069239)
walkway_582,pedestrian_4632181770,Point (127.0633308 37.4542293)
walkway_583,pedestrian_4632181770,Point (127.0633308 37.4542293)
walkway_584,pedestrian_12062647559,Point (127.0200328 37.4962312)
walkway_585,pedestrian_600377854,Point (127.018434 37.5168542)
walkway_586,pedestrian_436844219,Point (126.9964804 37.4832788)
walkway_587,pedestrian_3112239220,Point (127.0159621 37.494921)
walkway_588,pedestrian_436844267,Point (126.9854671 37.4965596)
walkway_589,pedestrian_4833838769,Point (127.0165075 37.4951293)
walkway_590,pedestrian_8488915373,Point (127.0145814 37.5150128)
walkway_591,pedestrian_11738027546,Point (127.0094829 37.5074792)
walkway_592,pedestrian_11738027546,Point (127.0094829 37.5074792)
walkway_593,pedestrian_9657790245,Point (127.0285523 37.486405)
walkway_594,pedestrian_1962358596,Point (127.0113085 37.5012701)
walkway_595,pedestrian_3088424193,Point (126.9950154 37.50588)
walkway_596,pedestrian_3112174493,Point (127.0153218 37.4948806)
walkway_597,pedestrian_11428504947,Point (127.0108861 37.5034724)
walkway_598,pedestrian_3089780842,Point (127.0257067 37.4991293)
walkway_599,pedestrian_8489304737,Point (127.0101337 37.5020638)
walkway_600,pedestrian_4184618647,Point (127.0461321 37.475549)
walkway_601,pedestrian_2861578314,Point (127.0188852 37.5137216)
walkway_602,pedestrian_1925407821,Point (127.004016 37.4826516)
walkway_603,pedestrian_600377797,Point (127.0179415 37.5172488)
walkway_604,pedestrian_11428504893,Point (126.9954898 37.5031365)
walkway_605,pedestrian_4185991267,Point (126.9854314 37.4788103)
walkway_606,pedestrian_3827548055,Point (127.0168302 37.4930373)
walkway_607,pedestrian_9717256584,Point (127.0152698 37.4927767)
walkway_608,pedestrian_12061668090,Point (127.0115141 37.5024145)
walkway_609,pedestrian_4147017218,Point (127.0078686 37.5076354)
walkway_610,pedestrian_4184585522,Point (127.0420911 37.4684693)
walkway_611,pedestrian_2622810001,Point (126.9976503 37.4978263)
walkway_612,pedestrian_2624211577,Point (126.983327 37.4909038)
walkway_613,pedestrian_1925407821,Point (127.004016 37.4826516)
walkway_614,pedestrian_3634017624,Point (127.0156209 37.4566268)
walkway_615,pedestrian_5092061478,Point (127.0595492 37.4571518)
walkway_616,pedestrian_3827548023,Point (127.0132737 37.4916509)
walkway_617,pedestrian_5092061478,Point (127.0595492 37.4571518)
walkway_618,pedestrian_4184585519,Point (127.0410683 37.4688229)
walkway_619,pedestrian_5092061478,Point (127.0595492 37.4571518)
walkway_620,pedestrian_3804191252,Point (126.985912 37.4910129)
walkway_621,pedestrian_4147017218,Point (127.0078686 37.5076354)
walkway_622,pedestrian_3827548039,Point (127.0147246 37.4922607)
walkway_623,pedestrian_436882882,Point (127.00446 37.48274)
walkway_624,pedestrian_1962358626,Point (127.0108823 37.5022697)
walkway_625,pedestrian_3827548023,Point (127.0132737 37.4916509)
walkway_626,pedestrian_3827337507,Point (127.0089235 37.4835923)
walkway_627,pedestrian_4310005495,Point (127.0124985 37.4883427)
walkway_628,pedestrian_3804191165,Point (126.9859898 37.4864885)
walkway_629,pedestrian_12061673690,Point (127.024403 37.4986494)
walkway_630,pedestrian_11431820835,Point (127.0060389 37.4798139)
walkway_631,pedestrian_10313078477,Point (127.0025698 37.5053512)
walkway_632,pedestrian_11225358146,Point (127.0138837 37.5153537)
walkway_633,pedestrian_1925407815,Point (127.0077481 37.4804933)
walkway_634,pedestrian_12147442531,Point (126.9864003 37.5021971)
walkway_635,pedestrian_2863416043,Point (127.0450871 37.4717244)
walkway_636,pedestrian_4185626654,Point (127.0106412 37.5008873)
walkway_637,pedestrian_9608955313,Point (127.0286107 37.492527)
walkway_638,pedestrian_8489062936,Point (127.0105114 37.5033457)
walkway_639,pedestrian_1925407817,Point (127.0042489 37.4819932)
walkway_640,pedestrian_436844219,Point (126.9964804 37.4832788)
walkway_641,pedestrian_11428504947,Point (127.0108861 37.5034724)
walkway_642,pedestrian_9608955329,Point (127.0291235 37.4929408)
walkway_643,pedestrian_12061668089,Point (127.0117127 37.5015119)
walkway_644,pedestrian_3827672469,Point (127.0228433 37.5076202)
walkway_645,pedestrian_4946614556,Point (127.0260778 37.4992455)
walkway_646,pedestrian_4101372794,Point (126.9844478 37.4787688)
walkway_647,pedestrian_3401867792,Point (127.0175844 37.4997824)
walkway_648,pedestrian_1925407815,Point (127.0077481 37.4804933)
walkway_649,pedestrian_2533109205,Point (126.9837773 37.4939645)
walkway_650,pedestrian_11428504869,Point (127.0009963 37.5046263)
walkway_651,pedestrian_6584256131,Point (127.02756 37.4645865)
walkway_652,pedestrian_1685716275,Point (126.984052 37.4817943)
walkway_653,pedestrian_3804191167,Point (126.9871497 37.4866112)
walkway_654,pedestrian_2624211609,Point (126.9891948 37.4932309)
walkway_655,pedestrian_1965713688,Point (127.0112826 37.4861305)
walkway_656,pedestrian_1962358589,Point (127.0116707 37.4997092)
walkway_657,pedestrian_8488872314,Point (127.0103015 37.5162968)
walkway_658,pedestrian_3462554894,Point (127.0004955 37.47937)
walkway_659,pedestrian_3462554894,Point (127.0004955 37.47937)
walkway_660,pedestrian_3827337506,Point (127.0082766 37.4834687)
walkway_661,pedestrian_6587137544,Point (127.0259598 37.4872265)
walkway_662,pedestrian_1925498403,Point (127.0454708 37.4718644)
walkway_663,pedestrian_1925498333,Point (127.0408539 37.4692796)
walkway_664,pedestrian_3827257115,Point (127.0208993 37.4840421)
walkway_665,pedestrian_3827258463,Point (127.0161392 37.4860641)
walkway_666,pedestrian_1962358595,Point (127.0106018 37.499595)
walkway_667,pedestrian_1962358595,Point (127.0106018 37.499595)
walkway_668,pedestrian_2429722074,Point (127.0178082 37.5122093)
walkway_669,pedestrian_4865883248,Point (127.0285415 37.4955416)
walkway_670,pedestrian_1694782941,Point (127.0399956 37.4824606)
walkway_671,pedestrian_11738027546,Point (127.0094829 37.5074792)
walkway_672,pedestrian_11428504869,Point (127.0009963 37.5046263)
walkway_673,pedestrian_11428505004,Point (127.001081 37.505564)
walkway_674,pedestrian_3827337508,Point (127.0096961 37.4837398)
walkway_675,pedestrian_1925498403,Point (127.0454708 37.4718644)
walkway_676,pedestrian_1962358584,Point (127.0103622 37.5036219)
walkway_677,pedestrian_11744211944,Point (127.0561513 37.4471338)
walkway_678,pedestrian_4634856265,Point (127.0271695 37.4729482)
walkway_679,pedestrian_4185626654,Point (127.0106412 37.5008873)
walkway_680,pedestrian_562451052,Point (127.0252014 37.4701382)
walkway_681,pedestrian_1962358589,Point (127.0116707 37.4997092)
walkway_682,pedestrian_8486814110,Point (126.9866056 37.4865536)
walkway_683,pedestrian_11641428828,Point (127.0035678 37.5056944)
walkway_684,pedestrian_12061668130,Point (127.0120134 37.5001581)
walkway_685,pedestrian_2477265745,Point (127.0232241 37.505124)
walkway_686,pedestrian_3804191252,Point (126.985912 37.4910129)
walkway_687,pedestrian_4185715625,Point (127.0059112 37.482339)
walkway_688,pedestrian_3827547987,Point (127.0146206 37.4883736)
walkway_689,pedestrian_9787421579,Point (127.0056764 37.5063166)
walkway_690,pedestrian_9711448794,Point (127.0259874 37.4921147)
walkway_691,pedestrian_6584295633,Point (127.0205193 37.4637435)
walkway_692,pedestrian_1925380075,Point (127.0339953 37.473851)
walkway_693,pedestrian_11428504893,Point (126.9954898 37.5031365)
walkway_694,pedestrian_2295372344,Point (127.0172056 37.493687)
walkway_695,pedestrian_11428504914,Point (127.0069391 37.507027)
