uuid,vehicle_entrance_uuid,geometry
vehicle_441,localroad_3827548474,Point (127.0130606 37.494181)
vehicle_442,localroad_11641428828,Point (127.0035678 37.5056944)
vehicle_443,localroad_2368063904,Point (127.0143059 37.4901645)
vehicle_444,localroad_4185626654,Point (127.0106412 37.5008873)
vehicle_445,localroad_1685716286,Point (126.9839594 37.4793348)
vehicle_446,localroad_3030832643,Point (127.008707 37.4914723)
vehicle_447,localroad_11641428828,Point (127.0035678 37.5056944)
vehicle_448,localroad_3212533179,Point (127.0168075 37.4997004)
vehicle_449,localroad_1445606439,Point (127.0016021 37.5057151)
vehicle_450,localroad_2477340257,Point (127.0220042 37.5044111)
vehicle_451,localroad_5092061478,Point (127.0595492 37.4571518)
vehicle_452,localroad_4181527974,Point (127.0190101 37.5146394)
vehicle_453,localroad_2533109230,Point (126.9859052 37.4976314)
vehicle_454,localroad_3827338064,Point (127.007811 37.4865628)
vehicle_455,localroad_5406399785,Point (127.0286561 37.4838688)
vehicle_456,localroad_2509978199,Point (126.9921346 37.4900382)
vehicle_457,localroad_3112865087,Point (127.0187886 37.49564)
vehicle_458,localroad_3827257106,Point (127.0221613 37.4836263)
vehicle_459,localroad_3744265302,Point (127.0245751 37.4640353)
vehicle_460,localroad_436876714,Point (127.0229531 37.4627197)
vehicle_461,localroad_4185879872,Point (126.9926751 37.4816991)
vehicle_462,localroad_1965713702,Point (127.0151649 37.48682)
vehicle_463,localroad_4944067989,Point (127.0252056 37.4989723)
vehicle_464,localroad_6588041171,Point (127.0055094 37.4794496)
vehicle_465,localroad_1132441037,Point (127.0010373 37.5108066)
vehicle_466,localroad_4195788589,Point (126.9828701 37.4937761)
vehicle_467,localroad_12147442531,Point (126.9864003 37.5021971)
vehicle_468,localroad_1962358640,Point (127.0100363 37.5008999)
vehicle_469,localroad_4147017218,Point (127.0078686 37.5076354)
vehicle_470,localroad_2624211606,Point (126.9883316 37.4933273)
vehicle_471,localroad_1694782961,Point (127.0373648 37.4824737)
vehicle_472,localroad_2280599507,Point (127.0265779 37.4919997)
vehicle_473,localroad_3744265307,Point (127.0259381 37.4646358)
vehicle_474,localroad_11641428831,Point (126.995199 37.5031505)
vehicle_475,localroad_2244637675,Point (127.0032639 37.5083279)
vehicle_476,localroad_3744265307,Point (127.0259381 37.4646358)
vehicle_477,localroad_3804191181,Point (126.9831418 37.4874249)
vehicle_478,localroad_3827257115,Point (127.0208993 37.4840421)
vehicle_479,localroad_4634773820,Point (127.0210159 37.4655086)
vehicle_480,localroad_2533109226,Point (126.9876055 37.4972613)
vehicle_481,localroad_4107783311,Point (126.9970643 37.4863033)
vehicle_482,localroad_436854296,Point (127.0058694 37.479912)
vehicle_483,localroad_3744265307,Point (127.0259381 37.4646358)
vehicle_484,localroad_2622874553,Point (126.9943247 37.4978534)
vehicle_485,localroad_4899542143,Point (127.0150808 37.50435)
vehicle_486,localroad_1430655018,Point (127.0247036 37.502368)
vehicle_487,localroad_2623456112,Point (126.9922055 37.4913182)
vehicle_488,localroad_436844216,Point (126.9980012 37.4808984)
vehicle_489,localroad_8486796673,Point (127.0006442 37.5047555)
vehicle_490,localroad_3825549669,Point (127.0280194 37.4943002)
vehicle_491,localroad_3827548488,Point (127.0147287 37.4956911)
vehicle_492,localroad_927737700,Point (127.0460724 37.4685231)
vehicle_493,localroad_4309768669,Point (126.9850479 37.4875528)
vehicle_494,localroad_1962358596,Point (127.0113085 37.5012701)
vehicle_495,localroad_2533109200,Point (126.9889672 37.4935864)
vehicle_496,localroad_1962358596,Point (127.0113085 37.5012701)
vehicle_497,localroad_4147017218,Point (127.0078686 37.5076354)
vehicle_498,localroad_3827548497,Point (127.0141856 37.4968824)
vehicle_499,localroad_2863416043,Point (127.0450871 37.4717244)
vehicle_500,localroad_2533109227,Point (126.9838173 37.4974141)
vehicle_501,localroad_3827169545,Point (127.0315074 37.4857029)
vehicle_502,localroad_2295365587,Point (127.0198293 37.4899552)
vehicle_503,localroad_1962358629,Point (127.010677 37.5019187)
vehicle_504,localroad_1962358583,Point (127.010175 37.5021184)
vehicle_505,localroad_4182209835,Point (127.0181745 37.5088528)
vehicle_506,localroad_2295372306,Point (127.0208286 37.4947835)
vehicle_507,localroad_1445606439,Point (127.0016021 37.5057151)
vehicle_508,localroad_1962358621,Point (127.0104414 37.5024929)
vehicle_509,localroad_1962358642,Point (127.009962 37.4987208)
vehicle_510,localroad_4309614268,Point (127.0000187 37.4959615)
vehicle_511,localroad_1962358596,Point (127.0113085 37.5012701)
vehicle_512,localroad_571448492,Point (127.027701 37.4961026)
vehicle_513,localroad_571448492,Point (127.027701 37.4961026)
vehicle_514,localroad_1925407817,Point (127.0042489 37.4819932)
vehicle_515,localroad_2477364475,Point (127.0181722 37.5099336)
vehicle_516,localroad_4185691251,Point (127.0145879 37.4846772)
vehicle_517,localroad_4185691251,Point (127.0145879 37.4846772)
vehicle_518,localroad_1694782561,Point (127.0392599 37.4798324)
vehicle_519,localroad_6337148391,Point (127.0304632 37.4845759)
vehicle_520,localroad_1962358624,Point (127.0111519 37.5026988)
vehicle_521,localroad_3827672525,Point (127.0205327 37.5091645)
vehicle_522,localroad_1694783066,Point (127.0383718 37.4829058)
vehicle_523,localroad_1962358596,Point (127.0113085 37.5012701)
vehicle_524,localroad_846808318,Point (127.021152 37.4583474)
vehicle_525,localroad_846808318,Point (127.021152 37.4583474)
vehicle_526,localroad_3825549664,Point (127.0290187 37.4927368)
vehicle_527,localroad_2655442257,Point (127.0167818 37.4842169)
vehicle_528,localroad_4185835022,Point (126.9943096 37.4828368)
vehicle_529,localroad_1685579603,Point (126.982545 37.4793955)
vehicle_530,localroad_1962358596,Point (127.0113085 37.5012701)
vehicle_531,localroad_2861410666,Point (127.0095713 37.5162598)
vehicle_532,localroad_11641428831,Point (126.995199 37.5031505)
vehicle_533,localroad_3112174491,Point (127.014187 37.494527)
vehicle_534,localroad_1430679233,Point (127.0130608 37.4819712)
vehicle_535,localroad_3827548021,Point (127.0169034 37.4915946)
vehicle_536,localroad_4184070814,Point (127.0282642 37.4925089)
vehicle_537,localroad_4185835030,Point (126.9973292 37.4819279)
vehicle_538,localroad_4309803037,Point (127.0433889 37.4761937)
vehicle_539,localroad_1962358595,Point (127.0106018 37.499595)
vehicle_540,localroad_1696934741,Point (126.9950303 37.4841061)
vehicle_541,localroad_1430655026,Point (127.0217224 37.5021744)
vehicle_542,localroad_1925407818,Point (127.0047655 37.4821243)
vehicle_543,localroad_4954438710,Point (127.0141025 37.5198655)
vehicle_544,localroad_1685716274,Point (126.9840998 37.4826849)
vehicle_545,localroad_1962358584,Point (127.0103622 37.5036219)
vehicle_546,localroad_11641428831,Point (126.995199 37.5031505)
vehicle_547,localroad_4185626654,Point (127.0106412 37.5008873)
vehicle_548,localroad_436817738,Point (127.0115903 37.5024989)
vehicle_549,localroad_11641428831,Point (126.995199 37.5031505)
vehicle_550,localroad_1962358636,Point (127.0099907 37.4995893)
vehicle_551,localroad_4738140916,Point (127.0009618 37.5055294)
vehicle_552,localroad_1962358596,Point (127.0113085 37.5012701)
vehicle_553,localroad_8487538014,Point (127.0076217 37.5075597)
vehicle_554,localroad_1132441037,Point (127.0010373 37.5108066)
vehicle_555,localroad_2533109226,Point (126.9876055 37.4972613)
vehicle_556,localroad_1445606439,Point (127.0016021 37.5057151)
vehicle_557,localroad_3212533179,Point (127.0168075 37.4997004)
vehicle_558,localroad_3744265307,Point (127.0259381 37.4646358)
vehicle_559,localroad_3827338116,Point (127.0101919 37.4888822)
vehicle_560,localroad_4184425793,Point (127.0407373 37.4786978)
vehicle_561,localroad_436844219,Point (126.9964804 37.4832788)
vehicle_562,localroad_4181527978,Point (127.0189489 37.5109787)
vehicle_563,localroad_2622713689,Point (127.0000741 37.4992484)
vehicle_564,localroad_3634017624,Point (127.0156209 37.4566268)
vehicle_565,localroad_436844215,Point (126.998817 37.4796936)
vehicle_566,localroad_8486796673,Point (127.0006442 37.5047555)
vehicle_567,localroad_2385935469,Point (126.9973641 37.4948516)
vehicle_568,localroad_1962358640,Point (127.0100363 37.5008999)
vehicle_569,localroad_4184070814,Point (127.0282642 37.4925089)
vehicle_570,localroad_4184399715,Point (127.0388474 37.4845859)
vehicle_571,localroad_2863416048,Point (127.0461206 37.4720774)
vehicle_572,localroad_3030832646,Point (127.0127703 37.4927197)
vehicle_573,localroad_436844259,Point (126.98764 37.48949)
vehicle_574,localroad_3827257107,Point (127.0225625 37.4836847)
vehicle_575,localroad_436844219,Point (126.9964804 37.4832788)
vehicle_576,localroad_2533109231,Point (126.9862347 37.497781)
vehicle_577,localroad_2511517630,Point (126.988456 37.492008)
vehicle_578,localroad_3112862148,Point (127.0142525 37.4956078)
vehicle_579,localroad_4186016192,Point (126.9832626 37.4882877)
vehicle_580,localroad_8486796673,Point (127.0006442 37.5047555)
vehicle_581,localroad_4899542143,Point (127.0150808 37.50435)
vehicle_582,localroad_3442448052,Point (127.0649384 37.4544879)
vehicle_583,localroad_3442448052,Point (127.0649384 37.4544879)
vehicle_584,localroad_3827548494,Point (127.020205 37.4963513)
vehicle_585,localroad_600377854,Point (127.018434 37.5168542)
vehicle_586,localroad_436844219,Point (126.9964804 37.4832788)
vehicle_587,localroad_3112239220,Point (127.0159621 37.494921)
vehicle_588,localroad_436844267,Point (126.9854671 37.4965596)
vehicle_589,localroad_3112174494,Point (127.0165592 37.4949895)
vehicle_590,localroad_436841230,Point (127.0137152 37.5151987)
vehicle_591,localroad_11738027546,Point (127.0094829 37.5074792)
vehicle_592,localroad_11738027546,Point (127.0094829 37.5074792)
vehicle_593,localroad_9657790297,Point (127.028914 37.486291)
vehicle_594,localroad_1962358596,Point (127.0113085 37.5012701)
vehicle_595,localroad_3088424193,Point (126.9950154 37.50588)
vehicle_596,localroad_3112174493,Point (127.0153218 37.4948806)
vehicle_597,localroad_8489062937,Point (127.0110025 37.5035118)
vehicle_598,localroad_4944067989,Point (127.0252056 37.4989723)
vehicle_599,localroad_1962358583,Point (127.010175 37.5021184)
vehicle_600,localroad_4184618647,Point (127.0461321 37.475549)
vehicle_601,localroad_2861578314,Point (127.0188852 37.5137216)
vehicle_602,localroad_1925407821,Point (127.004016 37.4826516)
vehicle_603,localroad_600377854,Point (127.018434 37.5168542)
vehicle_604,localroad_11641428831,Point (126.995199 37.5031505)
vehicle_605,localroad_4185991245,Point (126.9852777 37.4787517)
vehicle_606,localroad_3827548055,Point (127.0168302 37.4930373)
vehicle_607,localroad_9717256584,Point (127.0152698 37.4927767)
vehicle_608,localroad_436817738,Point (127.0115903 37.5024989)
vehicle_609,localroad_4147017218,Point (127.0078686 37.5076354)
vehicle_610,localroad_4184585520,Point (127.0414303 37.4690592)
vehicle_611,localroad_2622810001,Point (126.9976503 37.4978263)
vehicle_612,localroad_2624211577,Point (126.983327 37.4909038)
vehicle_613,localroad_1925407821,Point (127.004016 37.4826516)
vehicle_614,localroad_3634017624,Point (127.0156209 37.4566268)
vehicle_615,localroad_5092061478,Point (127.0595492 37.4571518)
vehicle_616,localroad_3827548023,Point (127.0132737 37.4916509)
vehicle_617,localroad_5092061478,Point (127.0595492 37.4571518)
vehicle_618,localroad_4184585519,Point (127.0410683 37.4688229)
vehicle_619,localroad_5092061478,Point (127.0595492 37.4571518)
vehicle_620,localroad_3804191252,Point (126.985912 37.4910129)
vehicle_621,localroad_4147017218,Point (127.0078686 37.5076354)
vehicle_622,localroad_3827548039,Point (127.0147246 37.4922607)
vehicle_623,localroad_436882882,Point (127.00446 37.48274)
vehicle_624,localroad_1962358626,Point (127.0108823 37.5022697)
vehicle_625,localroad_3827548023,Point (127.0132737 37.4916509)
vehicle_626,localroad_3827337507,Point (127.0089235 37.4835923)
vehicle_627,localroad_4310005495,Point (127.0124985 37.4883427)
vehicle_628,localroad_3804191165,Point (126.9859898 37.4864885)
vehicle_629,localroad_4944067989,Point (127.0252056 37.4989723)
vehicle_630,localroad_436854296,Point (127.0058694 37.479912)
vehicle_631,localroad_1445606439,Point (127.0016021 37.5057151)
vehicle_632,localroad_436841230,Point (127.0137152 37.5151987)
vehicle_633,localroad_1925407815,Point (127.0077481 37.4804933)
vehicle_634,localroad_12147442531,Point (126.9864003 37.5021971)
vehicle_635,localroad_2863416043,Point (127.0450871 37.4717244)
vehicle_636,localroad_4185626654,Point (127.0106412 37.5008873)
vehicle_637,localroad_4184070814,Point (127.0282642 37.4925089)
vehicle_638,localroad_8489062936,Point (127.0105114 37.5033457)
vehicle_639,localroad_1925407817,Point (127.0042489 37.4819932)
vehicle_640,localroad_436844219,Point (126.9964804 37.4832788)
vehicle_641,localroad_8489062937,Point (127.0110025 37.5035118)
vehicle_642,localroad_3825549664,Point (127.0290187 37.4927368)
vehicle_643,localroad_436864995,Point (127.01186 37.5016)
vehicle_644,localroad_3827672469,Point (127.0228433 37.5076202)
vehicle_645,localroad_8489896381,Point (127.0269036 37.497806)
vehicle_646,localroad_4101372794,Point (126.9844478 37.4787688)
vehicle_647,localroad_3212533179,Point (127.0168075 37.4997004)
vehicle_648,localroad_1925407815,Point (127.0077481 37.4804933)
vehicle_649,localroad_2533109205,Point (126.9837773 37.4939645)
vehicle_650,localroad_8486796673,Point (127.0006442 37.5047555)
vehicle_651,localroad_9047231556,Point (127.0284079 37.4654486)
vehicle_652,localroad_1685716275,Point (126.984052 37.4817943)
vehicle_653,localroad_3804191167,Point (126.9871497 37.4866112)
vehicle_654,localroad_2624211585,Point (126.9893352 37.4930117)
vehicle_655,localroad_1965713688,Point (127.0112826 37.4861305)
vehicle_656,localroad_1962358589,Point (127.0116707 37.4997092)
vehicle_657,localroad_2861410666,Point (127.0095713 37.5162598)
vehicle_658,localroad_3462554894,Point (127.0004955 37.47937)
vehicle_659,localroad_3462554894,Point (127.0004955 37.47937)
vehicle_660,localroad_3827337506,Point (127.0082766 37.4834687)
vehicle_661,localroad_3492881093,Point (127.0253317 37.487607)
vehicle_662,localroad_1925498403,Point (127.0454708 37.4718644)
vehicle_663,localroad_1925498333,Point (127.0408539 37.4692796)
vehicle_664,localroad_3827257115,Point (127.0208993 37.4840421)
vehicle_665,localroad_3827258463,Point (127.0161392 37.4860641)
vehicle_666,localroad_1962358595,Point (127.0106018 37.499595)
vehicle_667,localroad_1962358595,Point (127.0106018 37.499595)
vehicle_668,localroad_2429722074,Point (127.0178082 37.5122093)
vehicle_669,localroad_3825549669,Point (127.0280194 37.4943002)
vehicle_670,localroad_1694782941,Point (127.0399956 37.4824606)
vehicle_671,localroad_11738027546,Point (127.0094829 37.5074792)
vehicle_672,localroad_8486796673,Point (127.0006442 37.5047555)
vehicle_673,localroad_1445606439,Point (127.0016021 37.5057151)
vehicle_674,localroad_3827337508,Point (127.0096961 37.4837398)
vehicle_675,localroad_1925498403,Point (127.0454708 37.4718644)
vehicle_676,localroad_1962358584,Point (127.0103622 37.5036219)
vehicle_677,localroad_3547291976,Point (127.0561314 37.4469673)
vehicle_678,localroad_4634856265,Point (127.0271695 37.4729482)
vehicle_679,localroad_4185626654,Point (127.0106412 37.5008873)
vehicle_680,localroad_562451052,Point (127.0252014 37.4701382)
vehicle_681,localroad_1962358589,Point (127.0116707 37.4997092)
vehicle_682,localroad_3804191165,Point (126.9859898 37.4864885)
vehicle_683,localroad_11641428828,Point (127.0035678 37.5056944)
vehicle_684,localroad_1962358589,Point (127.0116707 37.4997092)
vehicle_685,localroad_2477265745,Point (127.0232241 37.505124)
vehicle_686,localroad_3804191252,Point (126.985912 37.4910129)
vehicle_687,localroad_4185715625,Point (127.0059112 37.482339)
vehicle_688,localroad_3827547987,Point (127.0146206 37.4883736)
vehicle_689,localroad_4147053966,Point (127.0059882 37.5070592)
vehicle_690,localroad_2280599507,Point (127.0265779 37.4919997)
vehicle_691,localroad_4634773821,Point (127.02008 37.4643041)
vehicle_692,localroad_1925380075,Point (127.0339953 37.473851)
vehicle_693,localroad_11641428831,Point (126.995199 37.5031505)
vehicle_694,localroad_2295372344,Point (127.0172056 37.493687)
vehicle_695,localroad_8487538014,Point (127.0076217 37.5075597)
vehicle_696,localroad_4185991285,Point (126.9840617 37.4819736)
vehicle_697,localroad_2533109230,Point (126.9859052 37.4976314)
vehicle_698,localroad_1962358584,Point (127.0103622 37.5036219)
vehicle_699,localroad_11641428829,Point (127.0048158 37.5060798)
vehicle_700,localroad_3827548497,Point (127.0141856 37.4968824)
vehicle_701,localroad_436841230,Point (127.0137152 37.5151987)
vehicle_702,localroad_1132441037,Point (127.0010373 37.5108066)
vehicle_703,localroad_1696934760,Point (126.9910305 37.4868465)
vehicle_704,localroad_2429722055,Point (127.0176657 37.5129527)
vehicle_705,localroad_1925380126,Point (127.0324325 37.4746683)
vehicle_706,localroad_3212533179,Point (127.0168075 37.4997004)
vehicle_707,localroad_3827548464,Point (127.0166219 37.493501)
vehicle_708,localroad_2280678683,Point (127.0267729 37.4994695)
